,CountryName,Date,C1_School closing,C1_Flag_1,C1_Flag_2,C2_Workplace closing,C2_Flag_1,C2_Flag_2,C3_Cancel public events,C3_Flag_1,C3_Flag_2,C4_Restrictions on gatherings,C4_Flag_1,C4_Flag_2,C5_Close public transport,C5_Flag_1,C5_Flag_2,C6_Stay at home requirements,C6_Flag_1,C6_Flag_2,C7_Restrictions on internal movement,C7_Flag_1,C7_Flag_2,E1_Income support,E1_Flag_1,E1_Flag_2,ConfirmedCases,ConfirmedDeaths,StringencyIndex,New Cases,Dead Cases,casesPmillion,deathsPmillion,Flag 1,Flag 2
13,Germany,1/14/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,Germany,1/15/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,Germany,1/16/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,Germany,1/17/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,Germany,1/18/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,Germany,1/19/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,Germany,1/20/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,Germany,1/21/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,Germany,1/22/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,Germany,1/23/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,Germany,1/24/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.56,0,0,0,0,1,0
24,Germany,1/25/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.56,0,0,0,0,1,0
25,Germany,1/26/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.56,0,0,0,0,1,0
26,Germany,1/27/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5.56,1,0,0.012457181,0,1,0
27,Germany,1/28/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5.56,3,0,0.037371542,0,1,0
28,Germany,1/29/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5.56,0,0,0,0,1,0
29,Germany,1/30/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5.56,0,0,0,0,1,0
30,Germany,1/31/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5.56,1,0,0.012457181,0,1,0
31,Germany,2/1/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,5.56,3,0,0.037371542,0,1,0
32,Germany,2/2/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,5.56,2,0,0.024914362,0,1,0
33,Germany,2/3/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,5.56,2,0,0.024914362,0,1,0
34,Germany,2/4/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,5.56,0,0,0,0,1,0
35,Germany,2/5/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,5.56,0,0,0,0,1,0
36,Germany,2/6/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,5.56,0,0,0,0,1,0
37,Germany,2/7/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,5.56,1,0,0.012457181,0,1,0
38,Germany,2/8/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,5.56,0,0,0,0,1,0
39,Germany,2/9/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,5.56,1,0,0.012457181,0,1,0
40,Germany,2/10/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,5.56,0,0,0,0,1,0
41,Germany,2/11/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,5.56,2,0,0.024914362,0,1,0
42,Germany,2/12/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,11.11,0,0,0,0,1,0
43,Germany,2/13/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,11.11,0,0,0,0,1,0
44,Germany,2/14/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,11.11,0,0,0,0,1,0
45,Germany,2/15/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,11.11,0,0,0,0,1,0
46,Germany,2/16/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,11.11,0,0,0,0,1,0
47,Germany,2/17/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,11.11,0,0,0,0,1,0
48,Germany,2/18/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,11.11,0,0,0,0,1,0
49,Germany,2/19/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,11.11,0,0,0,0,1,0
50,Germany,2/20/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,11.11,0,0,0,0,1,0
51,Germany,2/21/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,11.11,0,0,0,0,1,0
52,Germany,2/22/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,11.11,0,0,0,0,1,0
53,Germany,2/23/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,11.11,0,0,0,0,1,0
54,Germany,2/24/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,11.11,0,0,0,0,1,0
55,Germany,2/25/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,11.11,1,0,0.012457181,0,1,0
56,Germany,2/26/2020,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,16.67,10,0,0.124571812,0,1,0
57,Germany,2/27/2020,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,16.67,19,0,0.236686432,0,1,0
58,Germany,2/28/2020,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,19.44,2,0,0.024914362,0,1,0
59,Germany,2/29/2020,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,25,31,0,0.386172616,0,1,0
60,Germany,3/1/2020,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,0,25,51,0,0.635316212,0,1,0
61,Germany,3/2/2020,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159,0,25,29,0,0.361258259,0,1,0
62,Germany,3/3/2020,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196,0,25,37,0,0.460915686,0,1,0
63,Germany,3/4/2020,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262,0,25,66,0,0.822173945,0,1,0
64,Germany,3/5/2020,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,482,0,25,220,0,2.740579703,0,1,0
65,Germany,3/6/2020,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,670,0,25,188,0,2.341949994,0,1,0
66,Germany,3/7/2020,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,799,0,25,129,0,1.606976298,0,1,0
67,Germany,3/8/2020,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1040,0,25,241,0,3.00218062,0,1,0
68,Germany,3/9/2020,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1176,2,28.7,136,2,1.694176603,0.024914362,1,0
69,Germany,3/10/2020,2,1,0,0,0,0,2,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1457,2,32.87,281,0,3.500467756,0,1,0
70,Germany,3/11/2020,2,1,0,0,0,0,2,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1908,3,32.87,451,1,5.618188425,0.012457181,1,0
71,Germany,3/12/2020,2,1,0,0,0,0,2,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,2078,3,32.87,170,0,2.117720669,0,1,0
72,Germany,3/13/2020,2,1,0,0,0,0,2,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,3675,7,32.87,1597,4,19.89411794,0.049828724,1,0
73,Germany,3/14/2020,2,1,0,0,0,0,2,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,4585,9,32.87,910,2,11.33603473,0.024914362,1,0
74,Germany,3/15/2020,2,1,0,0,0,0,2,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,5795,11,32.87,1210,2,15.07318848,0.024914362,1,0
75,Germany,3/16/2020,3,0,1,0,0,0,2,0,1,1,1,0,0,0,0,1,1,0,0,0,0,2,0,1,7272,17,42.13,1477,6,18.39925608,0.074743085,1,0
76,Germany,3/17/2020,3,0,1,0,0,0,2,0,1,1,1,0,0,0,0,1,1,0,0,0,0,2,0,1,9257,24,42.13,1985,7,24.72750384,0.087200263,1,0
77,Germany,3/18/2020,3,0,1,0,0,0,2,0,1,1,1,0,0,0,0,1,1,0,1,1,0,2,0,1,12327,28,52.31,3070,4,38.24354644,0.049828724,1,0
78,Germany,3/19/2020,3,0,1,0,0,0,2,0,1,1,1,0,0,0,0,1,1,0,2,0,1,2,0,1,15320,44,55.09,2993,16,37.2843424,0.199314897,1,1
79,Germany,3/20/2020,3,0,1,0,0,0,2,0,1,1,1,0,0,0,0,1,1,0,2,0,1,2,0,1,19848,67,57.87,4528,23,56.40611562,0.28651516,1,1
80,Germany,3/21/2020,3,0,1,0,0,0,2,0,1,4,0,1,0,0,0,2,0,1,2,0,1,2,0,1,22213,84,68.06,2365,17,29.46123277,0.211772075,1,1
81,Germany,3/22/2020,3,0,1,1,1,0,2,0,1,4,0,1,0,0,0,2,0,1,2,0,1,2,0,1,24873,94,73.15,2660,10,33.13610068,0.124571812,1,1
82,Germany,3/23/2020,3,0,1,1,1,0,2,0,1,4,0,1,0,0,0,2,0,1,2,0,1,2,0,1,29056,123,73.15,4183,29,52.10838935,0.361258259,1,1
83,Germany,3/24/2020,3,0,1,1,1,0,2,0,1,4,0,1,0,0,0,2,0,1,2,0,1,2,0,1,32986,157,73.15,3930,34,48.956721,0.423544151,1,1
84,Germany,3/25/2020,3,0,1,1,1,0,2,0,1,4,0,1,0,0,0,2,0,1,2,0,1,2,0,1,37323,206,73.15,4337,49,54.0267938,0.610401855,1,1
85,Germany,3/26/2020,3,0,1,1,1,0,2,0,1,4,0,1,0,0,0,2,0,1,2,0,1,2,0,1,43938,267,73.15,6615,61,82.40425086,0.759888053,1,1
86,Germany,3/27/2020,3,0,1,1,1,0,2,0,1,4,0,1,0,0,0,2,0,1,2,0,1,2,0,1,50871,342,73.15,6933,75,86.36563871,0.934288551,1,1
87,Germany,3/28/2020,3,0,1,1,1,0,2,0,1,4,0,1,0,0,0,2,0,1,2,0,1,2,0,1,57695,433,73.15,6824,91,85.0077995,1.133603519,1,1
88,Germany,3/29/2020,3,0,1,1,1,0,2,0,1,4,0,1,0,0,0,2,0,1,2,0,1,2,0,1,62095,533,73.15,4400,100,54.81159678,1.245718067,1,1
89,Germany,3/30/2020,3,0,1,1,1,0,2,0,1,4,0,1,0,0,0,2,0,1,2,0,1,2,0,1,66885,645,73.15,4790,112,59.66989556,1.395204208,1,1
90,Germany,3/31/2020,3,0,1,1,1,0,2,0,1,4,0,1,0,0,0,2,0,1,2,0,1,2,0,1,71808,775,73.15,4923,130,61.32670387,1.619433533,1,1
91,Germany,4/1/2020,3,0,1,1,1,0,2,0,1,4,0,1,0,0,0,2,0,1,2,0,1,2,0,1,77872,920,73.15,6064,145,75.54034528,1.806291266,1,1
92,Germany,4/2/2020,3,0,1,1,1,0,2,0,1,4,0,1,0,0,0,2,0,1,2,0,1,2,0,1,84794,1107,73.15,6922,187,86.22860332,2.329492872,1,1
93,Germany,4/3/2020,3,0,1,1,1,0,2,0,1,4,0,1,0,0,0,2,0,1,2,0,1,2,0,1,91159,1275,73.15,6365,168,79.2899591,2.092806426,1,1
94,Germany,4/4/2020,3,0,1,1,1,0,2,0,1,4,0,1,0,0,0,2,0,1,2,0,1,2,0,1,96092,1444,73.15,4933,169,61.45127554,2.105263547,1,1
95,Germany,4/5/2020,3,0,1,1,1,0,2,0,1,4,0,1,0,0,0,2,0,1,2,0,1,2,0,1,100123,1584,73.15,4031,140,50.21489778,1.744005317,1,1
96,Germany,4/6/2020,3,0,1,1,1,0,2,0,1,4,0,1,0,0,0,2,0,1,2,0,1,2,0,1,103374,1810,73.15,3251,226,40.49829658,2.815322887,1,1
97,Germany,4/7/2020,3,0,1,1,1,0,2,0,1,4,0,1,0,0,0,2,0,1,2,0,1,2,0,1,107663,2016,73.15,4289,206,53.42884833,2.566179319,1,1
98,Germany,4/8/2020,3,0,1,1,1,0,2,0,1,4,0,1,0,0,0,2,0,1,2,0,1,2,0,1,113296,2349,73.15,5633,333,70.17129974,4.14824126,1,1
99,Germany,4/9/2020,3,0,1,1,1,0,2,0,1,4,0,1,0,0,0,2,0,1,2,0,1,2,0,1,118181,2607,73.15,4885,258,60.85333007,3.213952596,1,1
100,Germany,4/10/2020,3,0,1,1,1,0,2,0,1,4,0,1,0,0,0,2,0,1,2,0,1,2,0,1,122171,2767,73.15,3990,160,49.70415102,1.993148999,1,1
101,Germany,4/11/2020,3,0,1,1,1,0,2,0,1,4,0,1,0,0,0,2,0,1,2,0,1,2,0,1,124908,2736,73.15,2737,-31,34.09530473,-0.386172616,1,1
102,Germany,4/12/2020,3,0,1,1,1,0,2,0,1,4,0,1,0,0,0,2,0,1,2,0,1,2,0,1,127854,3022,73.15,2946,286,36.69885336,3.562753818,1,1
103,Germany,4/13/2020,3,0,1,1,1,0,2,0,1,4,0,1,0,0,0,2,0,1,2,0,1,2,0,1,130072,3194,73.15,2218,172,27.63002703,2.14263514,1,1
104,Germany,4/14/2020,3,0,1,1,1,0,2,0,1,4,0,1,0,0,0,2,0,1,2,0,1,2,0,1,131359,3294,73.15,1287,100,16.03239252,1.245718067,1,1
105,Germany,4/15/2020,3,0,1,1,1,0,2,0,1,4,0,1,0,0,0,2,0,1,2,0,1,2,0,1,134753,3804,73.15,3394,510,42.27967293,6.353162462,1,1
106,Germany,4/16/2020,3,0,1,1,1,0,2,0,1,4,0,1,0,0,0,2,0,1,2,0,1,2,0,1,137698,4052,73.15,2945,248,36.68639692,3.089380925,1,1
107,Germany,4/17/2020,3,0,1,1,1,0,2,0,1,4,0,1,0,0,0,2,0,1,2,0,1,2,0,1,141397,4352,73.15,3699,300,46.07911251,3.737154202,1,1
108,Germany,4/18/2020,3,0,1,1,1,0,2,0,1,4,0,1,0,0,0,2,0,1,2,0,1,2,0,1,143342,4459,73.15,1945,107,24.22921716,1.332918373,1,1
109,Germany,4/19/2020,3,0,1,1,1,0,2,0,1,4,0,1,0,0,0,2,0,1,2,0,1,2,0,1,145184,4586,73.15,1842,127,22.9461275,1.582061941,1,1
110,Germany,4/20/2020,3,0,1,1,1,0,2,0,1,4,0,1,0,0,0,2,0,1,2,0,1,2,0,1,147065,4862,73.15,1881,276,23.43195774,3.438181921,1,1
111,Germany,4/21/2020,3,0,1,1,1,0,2,0,1,4,0,1,0,0,0,2,0,1,2,0,1,2,0,1,148291,5033,73.15,1226,171,15.27250424,2.130178018,1,1
112,Germany,4/22/2020,3,0,1,1,1,0,2,0,1,4,0,1,0,0,0,2,0,1,2,0,1,2,0,1,150648,5279,73.15,2357,246,29.3615758,3.064466455,1,1
113,Germany,4/23/2020,3,0,1,1,1,0,2,0,1,4,0,1,0,0,0,2,0,1,2,0,1,2,0,1,153129,5575,73.15,2481,296,30.90626706,3.687325488,1,1
114,Germany,4/24/2020,3,0,1,1,1,0,2,0,1,4,0,1,0,0,0,2,0,1,2,0,1,2,0,1,154999,5760,73.15,1870,185,23.29492781,2.304578402,1,1
115,Germany,4/25/2020,3,0,1,1,1,0,2,0,1,4,0,1,0,0,0,2,0,1,2,0,1,2,0,1,156513,5877,73.15,1514,117,18.86017162,1.457490157,1,1
116,Germany,4/26/2020,3,0,1,1,1,0,2,0,1,4,0,1,0,0,0,2,0,1,2,0,1,2,0,1,157770,5976,73.15,1257,99,15.65867569,1.233260946,1,1
117,Germany,4/27/2020,3,0,1,1,1,0,2,0,1,4,0,1,0,0,0,2,0,1,2,0,1,2,0,1,158758,6126,73.15,988,150,12.30769521,1.868577101,1,1
118,Germany,4/28/2020,3,0,1,1,1,0,2,0,1,4,0,1,0,0,0,2,0,1,2,0,1,2,0,1,159912,6314,73.15,1154,188,14.37558694,2.341949994,1,1
119,Germany,4/29/2020,3,0,1,1,1,0,2,0,1,4,0,1,0,0,0,2,0,1,2,0,1,2,0,1,161539,6467,73.15,1627,153,20.26783295,1.905948693,1,1
120,Germany,4/30/2020,3,0,1,1,1,0,2,0,1,4,0,1,0,0,0,2,0,1,2,0,1,2,0,1,163009,6623,73.15,1470,156,18.31205554,1.943320285,1,1
121,Germany,5/1/2020,3,0,1,1,1,0,2,0,1,4,0,1,0,0,0,2,0,1,2,0,1,2,0,1,164077,6736,73.15,1068,113,13.30426949,1.407661443,1,1
122,Germany,5/2/2020,3,0,1,1,1,0,2,0,1,4,0,1,0,0,0,2,0,1,2,0,1,2,0,1,164967,6812,73.15,890,76,11.08689139,0.946745729,1,1
123,Germany,5/3/2020,3,0,1,1,1,0,2,0,1,4,0,1,0,0,0,2,0,1,2,0,1,2,0,1,165664,6866,73.15,697,54,8.68265488,0.672687747,1,1
124,Germany,5/4/2020,2,1,0,1,1,0,2,0,1,4,0,1,0,0,0,2,0,1,2,0,1,2,0,1,166152,6993,68.06,488,127,6.079104423,1.582061941,1,1
125,Germany,5/5/2020,2,1,0,1,1,0,2,0,1,4,0,1,0,0,0,2,0,1,2,0,1,2,0,1,167007,6993,68.06,855,0,10.65088964,0,1,1
126,Germany,5/6/2020,2,1,0,1,1,0,2,0,1,4,0,1,0,0,0,0,0,0,2,0,1,2,0,1,168162,7275,62.5,1155,282,14.38804429,3.512925105,1,1
127,Germany,5/7/2020,2,1,0,1,1,0,2,0,1,4,0,1,0,0,0,0,0,0,2,0,1,2,0,1,169430,7392,60.65,1268,117,15.79570562,1.457490157,1,1
128,Germany,5/8/2020,2,1,0,2,0,1,2,0,1,4,0,1,0,0,0,0,0,0,2,0,1,2,0,1,170588,7510,64.35,1158,118,14.42541543,1.469947392,1,1
129,Germany,5/9/2020,2,1,0,2,0,1,2,0,1,4,0,1,0,0,0,0,0,0,2,0,1,2,0,1,171324,7549,64.35,736,39,9.168485121,0.485830071,1,1
130,Germany,5/10/2020,2,1,0,2,0,1,2,0,1,4,0,1,0,0,0,0,0,0,2,0,1,2,0,1,171879,7569,64.35,555,20,6.913735433,0.249143625,1,1
131,Germany,5/11/2020,2,1,0,2,0,1,2,0,1,4,0,1,0,0,0,0,0,0,2,0,1,2,0,1,172576,7661,64.35,697,92,8.68265488,1.14606064,1,1
132,Germany,5/12/2020,2,1,0,2,0,1,2,0,1,4,0,1,0,0,0,0,0,0,2,0,1,2,0,1,173171,7738,64.35,595,77,7.412022569,0.959202907,1,1
133,Germany,5/13/2020,2,1,0,2,0,1,2,0,1,4,0,1,0,0,0,0,0,0,2,0,1,2,0,1,174098,7861,64.35,927,123,11.54780693,1.532233227,1,1
134,Germany,5/14/2020,2,1,0,2,0,1,2,0,1,4,0,1,0,0,0,0,0,0,2,0,1,2,0,1,174478,7884,64.35,380,23,4.733728929,0.28651516,1,1
135,Germany,5/15/2020,2,1,0,2,0,1,2,0,1,4,0,1,0,0,0,0,0,0,2,0,1,2,0,1,175233,7897,64.35,755,13,9.405172023,0.161943348,1,1
136,Germany,5/16/2020,2,1,0,2,0,1,2,0,1,4,0,1,0,0,0,0,0,0,2,0,1,2,0,1,175752,7938,61.57,519,41,6.465276783,0.510744428,1,1
137,Germany,5/17/2020,2,1,0,2,0,1,2,0,1,4,0,1,0,0,0,0,0,0,2,0,1,2,0,1,176369,7962,61.57,617,24,7.686080608,0.298972338,1,1
138,Germany,5/18/2020,2,1,0,2,0,1,2,0,1,4,0,1,0,0,0,0,0,0,2,0,1,2,0,1,176551,8003,62.96,182,41,2.267207037,0.510744428,1,1
139,Germany,5/19/2020,2,1,0,2,0,1,2,0,1,4,0,1,0,0,0,0,0,0,0,0,0,2,0,1,177778,8081,52.78,1227,78,15.28496068,0.971660143,1,1
140,Germany,5/20/2020,2,1,0,2,0,1,2,0,1,4,0,1,0,0,0,0,0,0,0,0,0,2,0,1,178473,8144,52.78,695,63,8.657741091,0.78480241,1,1
141,Germany,5/21/2020,2,1,0,2,0,1,2,0,1,4,0,1,0,0,0,0,0,0,0,0,0,2,0,1,179021,8203,52.78,548,59,6.826535355,0.734973696,1,1
142,Germany,5/22/2020,2,1,0,2,0,1,2,0,1,4,0,1,0,0,0,0,0,0,0,0,0,2,0,1,179710,8228,52.78,689,25,8.582997907,0.311429517,1,1
143,Germany,5/23/2020,2,1,0,2,0,1,2,0,1,4,0,1,0,0,0,0,0,0,0,0,0,2,0,1,179986,8261,52.78,276,33,3.438181921,0.411086972,1,1
144,Germany,5/24/2020,2,1,0,2,0,1,2,0,1,4,0,1,0,0,0,0,0,0,0,0,0,2,0,1,180328,8283,52.78,342,22,4.260356036,0.274057982,1,1
145,Germany,5/25/2020,2,1,0,2,0,1,2,0,1,3,1,0,0,0,0,0,0,0,0,0,0,2,0,1,180600,8309,50,272,26,3.388353207,0.323886695,1,0
146,Germany,5/26/2020,2,1,0,2,0,1,2,0,1,3,1,0,0,0,0,0,0,0,0,0,0,2,0,1,181200,8372,50,600,63,7.474308404,0.78480241,1,0
147,Germany,5/27/2020,2,1,0,2,0,1,2,0,1,3,1,0,0,0,0,0,0,0,0,0,0,2,0,1,181524,8428,50,324,56,4.036126484,0.697602104,1,0
148,Germany,5/28/2020,2,1,0,2,0,1,2,0,1,3,1,0,0,0,0,0,0,0,0,0,0,2,0,1,182196,8470,50,672,42,8.371225704,0.523201606,1,0
152,India,1/1/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153,India,1/2/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154,India,1/3/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155,India,1/4/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156,India,1/5/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157,India,1/6/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
